PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32828869","Hip Joint Pathology Among Men Referred to Urology for Chronic Orchialgia: A Source for Misdiagnosis and Opportunity for Quality Improvement","Chouhan JD, Scarberry K, Thakker PU, Vanhorn T, Terlecki RP.","Urology. 2020 Dec;146:96-100. doi: 10.1016/j.urology.2020.06.089. Epub 2020 Aug 21.","Chouhan JD","Urology","2020","2020/08/24","","","10.1016/j.urology.2020.06.089"
"32818614","Reliability map of individual differences reflected in inter-subject correlation in naturalistic imaging","Gao J, Chen G, Wu J, Wang Y, Hu Y, Xu T, Zuo XN, Yang Z.","Neuroimage. 2020 Dec;223:117277. doi: 10.1016/j.neuroimage.2020.117277. Epub 2020 Aug 18.","Gao J","Neuroimage","2020","2020/08/21","","","10.1016/j.neuroimage.2020.117277"
"32801954","In Vitro Intraductal MRI and T2 Mapping of Cholangiocarcinoma Using Catheter Coils","Khuntikeo N, Titapun A, Chamadol N, Boonphongsathien W, Sa-Ngiamwibool P, Taylor-Robinson SD, Wadsworth CA, Zhang S, Kardoulaki EM, Syms RRA.","Hepat Med. 2020 Jul 27;12:107-114. doi: 10.2147/HMER.S266841. eCollection 2020.","Khuntikeo N","Hepat Med","2020","2020/08/18","PMC7397475","","10.2147/HMER.S266841"
"32798681","Distinct dimensions of emotion in the human brain and their representation on the cortical surface","Koide-Majima N, Nakai T, Nishimoto S.","Neuroimage. 2020 Nov 15;222:117258. doi: 10.1016/j.neuroimage.2020.117258. Epub 2020 Aug 13.","Koide-Majima N","Neuroimage","2020","2020/08/18","","","10.1016/j.neuroimage.2020.117258"
"32781789","Comparative Analysis of the Permutation and Multiscale Entropies for Quantification of the Brain Signal Variability in Naturalistic Scenarios","Keshmiri S.","Brain Sci. 2020 Aug 6;10(8):527. doi: 10.3390/brainsci10080527.","Keshmiri S","Brain Sci","2020","2020/08/13","PMC7463830","","10.3390/brainsci10080527"
"32769969","Aging alters neural activity at event boundaries in the hippocampus and Posterior Medial network","Reagh ZM, Delarazan AI, Garber A, Ranganath C.","Nat Commun. 2020 Aug 7;11(1):3980. doi: 10.1038/s41467-020-17713-4.","Reagh ZM","Nat Commun","2020","2020/08/10","PMC7414222","","10.1038/s41467-020-17713-4"
"32745683","Custom-molded headcases have limited efficacy in reducing head motion during naturalistic fMRI experiments","Jolly E, Sadhukha S, Chang LJ.","Neuroimage. 2020 Nov 15;222:117207. doi: 10.1016/j.neuroimage.2020.117207. Epub 2020 Aug 1.","Jolly E","Neuroimage","2020","2020/08/04","PMC7830829","NIHMS1658215","10.1016/j.neuroimage.2020.117207"
"32736352","Residual numbness of the upper extremity after cervical surgery in patients with cervical spondylotic myelopathy","Iwamae M, Suzuki A, Tamai K, Terai H, Hoshino M, Toyoda H, Takahashi S, Ohyama S, Hori Y, Yabu A, Nakamura H.","J Neurosurg Spine. 2020 Jul 31;33(6):734-741. doi: 10.3171/2020.4.SPINE191566.","Iwamae M","J Neurosurg Spine","2020","2020/08/01","","","10.3171/2020.4.SPINE191566"
"32714466","Comparative study on contrast enhancement of Magnevist and Magnevist-loaded nanoparticles in pancreatic cancer PDX model monitored by MRI","Affram K, Smith T, Helsper S, Rosenberg JT, Han B, Trevino J, Agyare E.","Cancer Nanotechnol. 2020;11:5. doi: 10.1186/s12645-020-00061-9. Epub 2020 May 14.","Affram K","Cancer Nanotechnol","2020","2020/07/28","PMC7380684","NIHMS1606076","10.1186/s12645-020-00061-9"
"32710238","REMoDNaV: robust eye-movement classification for dynamic stimulation","Dar AH, Wagner AS, Hanke M.","Behav Res Methods. 2021 Feb;53(1):399-414. doi: 10.3758/s13428-020-01428-x.","Dar AH","Behav Res Methods","2021","2020/07/26","PMC7880959","","10.3758/s13428-020-01428-x"
"32699072","DeepCINAC: A Deep-Learning-Based Python Toolbox for Inferring Calcium Imaging Neuronal Activity Based on Movie Visualization","Denis J, Dard RF, Quiroli E, Cossart R, Picardo MA.","eNeuro. 2020 Aug 17;7(4):ENEURO.0038-20.2020. doi: 10.1523/ENEURO.0038-20.2020. Print 2020 Jul/Aug.","Denis J","eNeuro","2020","2020/07/24","PMC7438055","","10.1523/ENEURO.0038-20.2020"
"32690050","Effectiveness of the level of personal relevance of visual autobiographical stimuli in the induction of positive emotions in young and older adults: pilot study protocol for a randomized controlled trial","Fernández D, Ros L, Sánchez-Reolid R, Ricarte JJ, Latorre JM.","Trials. 2020 Jul 20;21(1):663. doi: 10.1186/s13063-020-04596-5.","Fernández D","Trials","2020","2020/07/22","PMC7370414","","10.1186/s13063-020-04596-5"
"32682991","Manipulating the structure of natural scenes using wavelets to study the functional architecture of perceptual hierarchies in the brain","Puckett AM, Schira MM, Isherwood ZJ, Victor JD, Roberts JA, Breakspear M.","Neuroimage. 2020 Nov 1;221:117173. doi: 10.1016/j.neuroimage.2020.117173. Epub 2020 Jul 17.","Puckett AM","Neuroimage","2020","2020/07/20","PMC8239382","NIHMS1715269","10.1016/j.neuroimage.2020.117173"
"32661242","Brain meta-state transitions demarcate thoughts across task contexts exposing the mental noise of trait neuroticism","Tseng J, Poppenk J.","Nat Commun. 2020 Jul 13;11(1):3480. doi: 10.1038/s41467-020-17255-9.","Tseng J","Nat Commun","2020","2020/07/15","PMC7359033","","10.1038/s41467-020-17255-9"
"32655710","Investigating time-varying functional connectivity derived from the Jackknife Correlation method for distinguishing between emotions in fMRI data","Ghahari S, Farahani N, Fatemizadeh E, Motie Nasrabadi A.","Cogn Neurodyn. 2020 Aug;14(4):457-471. doi: 10.1007/s11571-020-09579-5. Epub 2020 Mar 29.","Ghahari S","Cogn Neurodyn","2020","2020/07/14","PMC7334332","","10.1007/s11571-020-09579-5"
"32652444","EEG gamma activity to emotional movies in individuals with high traits of primary ""successful"" psychopathy","Maffei A, Polver S, Spironelli C, Angrilli A.","Brain Cogn. 2020 Aug;143:105599. doi: 10.1016/j.bandc.2020.105599. Epub 2020 Jul 8.","Maffei A","Brain Cogn","2020","2020/07/12","","","10.1016/j.bandc.2020.105599"
"32628970","Dynamic functional connectivity analysis based on time-varying partial correlation with a copula-DCC-GARCH model","Lee N, Kim JM.","Neurosci Res. 2021 Aug;169:27-39. doi: 10.1016/j.neures.2020.06.006. Epub 2020 Jul 3.","Lee N","Neurosci Res","2021","2020/07/07","","","10.1016/j.neures.2020.06.006"
"32623225","Impact of a 1.5 T magnetic field on DNA damage in MRI-guided HDR brachytherapy","Tambasco M, Pang G, Fuller L, Brescia EL, Mardirossian G.","Phys Med. 2020 Aug;76:85-91. doi: 10.1016/j.ejmp.2020.06.020. Epub 2020 Jul 2.","Tambasco M","Phys Med","2020","2020/07/06","","","10.1016/j.ejmp.2020.06.020"
"32622982","The effect of movie-watching on electroencephalographic responses to tactile stimulation","Espenhahn S, Yan T, Beltrano W, Kaur S, Godfrey K, Cortese F, Bray S, Harris AD.","Neuroimage. 2020 Oct 15;220:117130. doi: 10.1016/j.neuroimage.2020.117130. Epub 2020 Jul 2.","Espenhahn S","Neuroimage","2020","2020/07/06","","","10.1016/j.neuroimage.2020.117130"
"32618038","Distinct neural correlates of social and object reward seeking motivation","Dubey I, Georgescu AL, Hommelsen M, Vogeley K, Ropar D, Hamilton AFC.","Eur J Neurosci. 2020 Nov;52(9):4214-4229. doi: 10.1111/ejn.14888. Epub 2020 Jul 20.","Dubey I","Eur J Neurosci","2020","2020/07/04","","","10.1111/ejn.14888"
"32598998","Subjective reward value of visual sexual stimuli is coded in human striatum and orbitofrontal cortex","Klein S, Kruse O, Markert C, Tapia León I, Strahler J, Stark R.","Behav Brain Res. 2020 Sep 1;393:112792. doi: 10.1016/j.bbr.2020.112792. Epub 2020 Jun 27.","Klein S","Behav Brain Res","2020","2020/06/30","","","10.1016/j.bbr.2020.112792"
"32538570","[An observation on risk of infection in treatment of craniovertebral junction disorders by transoral approach operation]","Zhang Y, Ai F, Yin Q, Xia H, Wu Z, Ma X, Wang J.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2020 Jun 15;34(6):769-774. doi: 10.7507/1002-1892.201911006.","Zhang Y","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2020","2020/06/16","PMC8171537","","10.7507/1002-1892.201911006"
"32505697","Natural scene representations in the gamma band are prototypical across subjects","Chen Y, Farivar R.","Neuroimage. 2020 Nov 1;221:117010. doi: 10.1016/j.neuroimage.2020.117010. Epub 2020 Jun 4.","Chen Y","Neuroimage","2020","2020/06/08","","","10.1016/j.neuroimage.2020.117010"
"32469811","Endogenous cortisol-related alterations of right anterior insula functional connectivity under acute stress","Zhu Y, Wang Y, Yang Z, Wang L, Hu X.","J Affect Disord. 2020 Sep 1;274:231-238. doi: 10.1016/j.jad.2020.05.123. Epub 2020 May 23.","Zhu Y","J Affect Disord","2020","2020/05/30","","","10.1016/j.jad.2020.05.123"
"32410418","[Clinical study of single-level cervical disc herniation treated by full-endoscopic decompression via anterior transcorporeal approach]","Yang J, Chu L, Deng Z, Kai-Xuan L, Deng R, Chen H, Liu P, Liu T, Rong X, Hao D.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2020 May 15;34(5):543-549. doi: 10.7507/1002-1892.201905118.","Yang J","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2020","2020/05/16","PMC8171849","","10.7507/1002-1892.201905118"
"32389725","Pre-reading language abilities and the brain's functional reading network in young children","Benischek A, Long X, Rohr CS, Bray S, Dewey D, Lebel C.","Neuroimage. 2020 Aug 15;217:116903. doi: 10.1016/j.neuroimage.2020.116903. Epub 2020 May 7.","Benischek A","Neuroimage","2020","2020/05/12","","","10.1016/j.neuroimage.2020.116903"
"32376301","Towards clinical applications of movie fMRI","Eickhoff SB, Milham M, Vanderwal T.","Neuroimage. 2020 Aug 15;217:116860. doi: 10.1016/j.neuroimage.2020.116860. Epub 2020 May 4.","Eickhoff SB","Neuroimage","2020","2020/05/08","","","10.1016/j.neuroimage.2020.116860"
"32370273","Preparation of Nanocomposite-based High Performance Organic Field Effect Transistor via Solution Floating Method and Mechanical Property Evaluation","Kim Y, Kwon YJ, Ryu S, Lee CJ, Lee JU.","Polymers (Basel). 2020 May 2;12(5):1046. doi: 10.3390/polym12051046.","Kim Y","Polymers (Basel)","2020","2020/05/07","PMC7284566","","10.3390/polym12051046"
"32365519","Pathophysiology of Hip Disorders in Patients with Mucopolysaccharidosis IVA","Wang Z, Xu Y, Jiang E, Wang J, Tomatsu S, Shen K.","Diagnostics (Basel). 2020 Apr 29;10(5):264. doi: 10.3390/diagnostics10050264.","Wang Z","Diagnostics (Basel)","2020","2020/05/06","PMC7277472","","10.3390/diagnostics10050264"
"32364882","High-Resolution Laryngeal US: Imaging Technique, Normal Anatomy, and Spectrum of Disease","Beale T, Twigg VM, Horta M, Morley S.","Radiographics. 2020 May-Jun;40(3):775-790. doi: 10.1148/rg.2020190160.","Beale T","Radiographics","2020","2020/05/05","","","10.1148/rg.2020190160"
"32361155","MRI-LINAC beam profile measurements using a plastic scintillation dosimeter","Madden L, Archer J, Li E, Jelen U, Dong B, Holloway L, Rosenfeld A.","Phys Med. 2020 May;73:111-116. doi: 10.1016/j.ejmp.2020.04.016. Epub 2020 Apr 28.","Madden L","Phys Med","2020","2020/05/04","","","10.1016/j.ejmp.2020.04.016"
"32341766","REM sleep in acutely traumatized individuals and interventions for the secondary prevention of post-traumatic stress disorder","Repantis D, Wermuth K, Tsamitros N, Danker-Hopfe H, Bublitz JC, Kühn S, Dresler M.","Eur J Psychotraumatol. 2020 Apr 6;11(1):1740492. doi: 10.1080/20008198.2020.1740492. eCollection 2020.","Repantis D","Eur J Psychotraumatol","2020","2020/04/29","PMC7170365","","10.1080/20008198.2020.1740492"
"32333934","A study in affect: Predicting valence from fMRI data","Kim J, Weber CE, Gao C, Schulteis S, Wedell DH, Shinkareva SV.","Neuropsychologia. 2020 Jun;143:107473. doi: 10.1016/j.neuropsychologia.2020.107473. Epub 2020 Apr 22.","Kim J","Neuropsychologia","2020","2020/04/26","","","10.1016/j.neuropsychologia.2020.107473"
"32331926","Challenges of interpreting the musculoskeletal manifestation of lymphoma: A case report","Clary D, Ali A, Syed I.","Radiography (Lond). 2021 Feb;27(1):243-246. doi: 10.1016/j.radi.2020.04.004. Epub 2020 Apr 22.","Clary D","Radiography (Lond)","2021","2020/04/26","","","10.1016/j.radi.2020.04.004"
"32301510","Application of high field magnetic resonance microimaging in polymer gel dosimetry","Skorupa A, Woźnica A, Ciszek M, Staniszewski M, Kijonka M, Kozicki M, Woźniak B, Orlef A, Polański A, Boguszewicz Ł, Sokół M.","Med Phys. 2020 Aug;47(8):3600-3613. doi: 10.1002/mp.14186. Epub 2020 May 15.","Skorupa A","Med Phys","2020","2020/04/18","PMC7496647","","10.1002/mp.14186"
"32286406","Neural basis of interindividual variability in social perception in typically developing children and adolescents using diffusion tensor imaging","Vinçon-Leite A, Saitovitch A, Lemaitre H, Rechtman E, Fillon L, Grevent D, Calmon R, Brunelle F, Boddaert N, Zilbovicius M.","Sci Rep. 2020 Apr 14;10(1):6379. doi: 10.1038/s41598-020-63273-4.","Vinçon-Leite A","Sci Rep","2020","2020/04/15","PMC7156418","","10.1038/s41598-020-63273-4"
"32280284","Improving the Detection of Cholangiocarcinoma: In vitro MRI-Based Study Using Local Coils and T2 Mapping","Khuntikeo N, Titapun A, Chamadol N, Boonphongsathien W, Sa-Ngiamwibool P, Taylor-Robinson SD, Wadsworth CA, Zhang S, Kardoulaki EM, Young IR, Syms RRA.","Hepat Med. 2020 Mar 24;12:29-39. doi: 10.2147/HMER.S232392. eCollection 2020.","Khuntikeo N","Hepat Med","2020","2020/04/14","PMC7127873","","10.2147/HMER.S232392"
"32279048","Dose uncertainty and resolution of polymer gel dosimetry using an MRI guided radiation therapy system's onboard 0.35 T scanner","Maraghechi B, Gach HM, Setianegara J, Yang D, Li HH.","Phys Med. 2020 May;73:8-12. doi: 10.1016/j.ejmp.2020.04.004. Epub 2020 Apr 9.","Maraghechi B","Phys Med","2020","2020/04/13","","","10.1016/j.ejmp.2020.04.004"
"32276065","Idiosynchrony: From shared responses to individual differences during naturalistic neuroimaging","Finn ES, Glerean E, Khojandi AY, Nielson D, Molfese PJ, Handwerker DA, Bandettini PA.","Neuroimage. 2020 Jul 15;215:116828. doi: 10.1016/j.neuroimage.2020.116828. Epub 2020 Apr 7.","Finn ES","Neuroimage","2020","2020/04/11","PMC7298885","NIHMS1585696","10.1016/j.neuroimage.2020.116828"
"32245428","Imaging study of coronal structural matching of the distal radius in normal adults","Zhang X, Yuan F, Yin Y, Fan J.","BMC Med Imaging. 2020 Apr 3;20(1):35. doi: 10.1186/s12880-020-00434-x.","Zhang X","BMC Med Imaging","2020","2020/04/05","PMC7118864","","10.1186/s12880-020-00434-x"
"32209127","Mid- to long-term results of modified non-vascularized allogeneic fibula grafting combined with core decompression and bone grafting for early femoral head necrosis","Changjun C, Donghai L, Xin Z, Liyile C, Qiuru W, Pengde K.","J Orthop Surg Res. 2020 Mar 24;15(1):116. doi: 10.1186/s13018-020-1565-3.","Changjun C","J Orthop Surg Res","2020","2020/03/27","PMC7092607","","10.1186/s13018-020-1565-3"
"32207428","Role of magnetic resonance cholangiopancreatography (MRCP) in learning anatomical variations in pancreatic duct","Ishaque I, Ilyas A, Khan O, Kazmi QH, Ladak AH, Rafay A.","J Pak Med Assoc. 2020 Mar;70(3):472-476. doi: 10.5455/JPMA.15767.","Ishaque I","J Pak Med Assoc","2020","2020/03/25","","","10.5455/JPMA.15767"
"32202253","How Radiologists Are Paid: An Economic History, Part III: The Bubble Years","Levy F, Rosen MP.","J Am Coll Radiol. 2020 Aug;17(8):984-989. doi: 10.1016/j.jacr.2020.02.012. Epub 2020 Mar 17.","Levy F","J Am Coll Radiol","2020","2020/03/24","","","10.1016/j.jacr.2020.02.012"
"32194085","Representation of viewed and recalled film clips in patterns of brain activity in a person with developmental amnesia","St-Laurent M, Rosenbaum RS, Olsen RK, Buchsbaum BR.","Neuropsychologia. 2020 May;142:107436. doi: 10.1016/j.neuropsychologia.2020.107436. Epub 2020 Mar 16.","St-Laurent M","Neuropsychologia","2020","2020/03/21","","","10.1016/j.neuropsychologia.2020.107436"
"32181076","Medical and Legal Implications of MRI Scout Imaging in a Surgical Patient with Case Presentation","Albano S, Ramnot A, Siddiqi J, Mahato D.","Cureus. 2020 Jan 31;12(1):e6833. doi: 10.7759/cureus.6833.","Albano S","Cureus","2020","2020/03/18","PMC7051123","","10.7759/cureus.6833"
"32180695","Stimulus Driven Single Unit Activity From Micro-Electrocorticography","Hermiz J, Hossain L, Arneodo EM, Ganji M, Rogers N, Vahidi N, Halgren E, Gentner TQ, Dayeh SA, Gilja V.","Front Neurosci. 2020 Feb 28;14:55. doi: 10.3389/fnins.2020.00055. eCollection 2020.","Hermiz J","Front Neurosci","2020","2020/03/18","PMC7059620","","10.3389/fnins.2020.00055"
"32179785","Gadolinium labelled nanoliposomes as the platform for MRI theranostics: in vitro safety study in liver cells and macrophages","Šimečková P, Hubatka F, Kotouček J, Turánek Knötigová P, Mašek J, Slavík J, Kováč O, Neča J, Kulich P, Hrebík D, Stráská J, Pěnčíková K, Procházková J, Diviš P, Macaulay S, Mikulík R, Raška M, Machala M, Turánek J.","Sci Rep. 2020 Mar 16;10(1):4780. doi: 10.1038/s41598-020-60284-z.","Šimečková P","Sci Rep","2020","2020/03/18","PMC7075985","","10.1038/s41598-020-60284-z"
"32174074","[Clinical research of percutaneous monoplanar screw internal fixation via injured vertebrae for thoracolumbar fracture]","Kang H, Xu F, Xiong C, Xi J, Wu B.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2020 Mar 15;34(3):308-312. doi: 10.7507/1002-1892.201904140.","Kang H","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2020","2020/03/17","PMC8171639","","10.7507/1002-1892.201904140"
"32173409","Does higher sampling rate (multiband + SENSE) improve group statistics - An example from social neuroscience block design at 3T","Bhandari R, Kirilina E, Caan M, Suttrup J, De Sanctis T, De Angelis L, Keysers C, Gazzola V.","Neuroimage. 2020 Jun;213:116731. doi: 10.1016/j.neuroimage.2020.116731. Epub 2020 Mar 12.","Bhandari R","Neuroimage","2020","2020/03/17","PMC7181191","","10.1016/j.neuroimage.2020.116731"
"32130972","Intersubject consistent dynamic connectivity during natural vision revealed by functional MRI","Di X, Biswal BB.","Neuroimage. 2020 Aug 1;216:116698. doi: 10.1016/j.neuroimage.2020.116698. Epub 2020 Mar 1.","Di X","Neuroimage","2020","2020/03/05","","","10.1016/j.neuroimage.2020.116698"
"32114841","Real-Time Multi-Modal Estimation of Dynamically Evoked Emotions Using EEG, Heart Rate and Galvanic Skin Response","Val-Calvo M, Álvarez-Sánchez JR, Ferrández-Vicente JM, Díaz-Morcillo A, Fernández-Jover E.","Int J Neural Syst. 2020 Apr;30(4):2050013. doi: 10.1142/S0129065720500136. Epub 2020 Mar 2.","Val-Calvo M","Int J Neural Syst","2020","2020/03/03","","","10.1142/S0129065720500136"
"32111578","Neural Processing During Fear Extinction Predicts Intrusive Memories","Miedl SF, Rattel JA, Franke LK, Blechert J, Kronbichler M, Spoormaker VI, Wilhelm FH.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2020 Apr;5(4):403-411. doi: 10.1016/j.bpsc.2019.12.017. Epub 2020 Jan 13.","Miedl SF","Biol Psychiatry Cogn Neurosci Neuroimaging","2020","2020/03/01","","","10.1016/j.bpsc.2019.12.017"
